league,season,team,avg_scored_home,avg_conceded_home,home_win_pct,home_close_match_pct,avg_scored_away,avg_conceded_away,away_win_pct,away_close_match_pct,overall_avg_conceded,players_used,avg_age,goals,goals_per90,assists,assists_per90,goals_and_assists,goals_and_assists_per90,goals_excluding_pk,goals_excluding_pk_per90,penalty_kicks,penalty_attempts,yellow_cards,red_cards,goals_and_assists_excl_pk
Bundesliga,2017-2018,HOFFENHEIM,2.24,0.94,64.71,11.76,1.65,1.88,23.53,23.53,1.41,26,25.0,64,1.88,47,1.38,111,3.26,60,1.76,4,5,71,,3.15
Bundesliga,2017-2018,KÖLN,1.18,1.76,17.65,41.18,0.88,2.35,11.76,47.06,2.06,31,25.3,33,0.97,24,0.71,57,1.68,30,0.88,3,3,70,,1.59
Bundesliga,2017-2018,LEVERKUSEN,1.71,1.12,47.06,23.53,1.71,1.47,41.18,23.53,1.29,24,24.0,58,1.71,46,1.35,104,3.06,55,1.62,3,5,57,,2.97
Bundesliga,2017-2018,MAINZ 05,1.29,1.24,41.18,47.06,0.94,1.82,11.76,23.53,1.53,27,25.3,38,1.12,27,0.79,65,1.91,34,1.0,4,4,63,,1.79
Bundesliga,2017-2018,RB LEIPZIG,2.0,1.53,52.94,35.29,1.35,1.59,35.29,41.18,1.56,23,23.4,57,1.68,43,1.26,100,2.94,53,1.56,4,5,48,,2.82
Bundesliga,2017-2018,SCHALKE 04,1.59,0.88,58.82,29.41,1.53,1.29,47.06,47.06,1.09,24,26.1,50,1.47,33,0.97,83,2.44,40,1.18,10,10,66,,2.15
Bundesliga,2017-2018,STUTTGART,1.06,0.53,58.82,47.06,1.06,1.59,29.41,52.94,1.06,26,25.6,35,1.03,22,0.65,57,1.68,34,1.0,1,3,59,,1.65
Bundesliga,2017-2018,WERDER BREMEN,1.18,1.0,35.29,23.53,1.0,1.35,23.53,47.06,1.18,25,26.3,34,1.0,27,0.79,61,1.79,34,1.0,0,0,55,,1.79
Bundesliga,2017-2018,WOLFSBURG,1.44,1.44,22.22,16.67,0.78,1.28,22.22,33.33,1.36,29,25.1,36,1.06,26,0.76,62,1.82,35,1.03,1,6,65,,1.79
Bundesliga,2018-2019,AUGSBURG,2.0,1.94,29.41,35.29,1.0,2.24,17.65,41.18,2.09,30,26.5,50,1.47,33,0.97,83,2.44,45,1.32,5,5,55,1.0,2.29
Bundesliga,2018-2019,BAYERN MUNICH,2.88,0.82,76.47,17.65,2.29,1.06,64.71,23.53,0.94,24,27.4,86,2.53,62,1.82,148,4.35,83,2.44,3,4,44,2.0,4.26
Bundesliga,2018-2019,DORTMUND,3.06,1.47,82.35,41.18,1.71,1.12,52.94,41.18,1.29,23,24.8,80,2.35,60,1.76,140,4.12,76,2.24,4,4,40,3.0,4.0
Bundesliga,2018-2019,DÜSSELDORF,1.59,1.65,52.94,41.18,1.29,2.18,23.53,23.53,1.91,24,26.9,48,1.41,35,1.03,83,2.44,43,1.26,5,7,67,1.0,2.29
Bundesliga,2018-2019,EINT FRANKFURT,1.88,1.24,47.06,29.41,1.65,1.59,41.18,17.65,1.41,30,26.4,60,1.76,42,1.24,102,3.0,56,1.65,4,4,60,3.0,2.88
Bundesliga,2018-2019,FREIBURG,1.88,1.59,35.29,11.76,0.82,2.0,11.76,17.65,1.79,28,25.8,44,1.29,25,0.74,69,2.03,39,1.15,5,6,57,3.0,1.88
Bundesliga,2018-2019,GLADBACH,1.82,1.29,52.94,11.76,1.41,1.18,41.18,29.41,1.24,22,26.5,53,1.56,43,1.26,96,2.82,49,1.44,4,7,43,0.0,2.71
Bundesliga,2018-2019,HANNOVER 96,0.88,1.53,29.41,47.06,0.94,2.65,0.0,11.76,2.09,32,26.3,30,0.88,20,0.59,50,1.47,27,0.79,3,3,64,4.0,1.38
Bundesliga,2018-2019,HERTHA BSC,1.53,1.59,35.29,35.29,1.35,1.76,29.41,23.53,1.68,26,25.9,49,1.44,32,0.94,81,2.38,45,1.32,4,4,67,5.0,2.26
Bundesliga,2018-2019,HOFFENHEIM,1.65,1.18,41.18,29.41,2.47,1.88,35.29,11.76,1.53,29,25.5,69,2.03,49,1.44,118,3.47,63,1.85,6,7,69,2.0,3.29
Bundesliga,2018-2019,LEVERKUSEN,1.88,1.47,52.94,17.65,2.18,1.59,52.94,35.29,1.53,21,25.3,68,2.0,51,1.5,119,3.5,64,1.88,4,5,50,1.0,3.38
Bundesliga,2018-2019,MAINZ 05,1.82,1.29,47.06,41.18,0.88,2.06,23.53,41.18,1.68,28,24.2,44,1.29,30,0.88,74,2.18,41,1.21,3,3,56,0.0,2.09
Bundesliga,2018-2019,NÜRNBERG,0.94,1.29,17.65,11.76,0.59,2.71,0.0,29.41,2.0,27,24.9,25,0.74,16,0.47,41,1.21,23,0.68,2,6,59,4.0,1.15
Bundesliga,2018-2019,RB LEIPZIG,2.0,0.53,58.82,23.53,1.71,1.18,52.94,41.18,0.85,23,24.0,63,1.85,41,1.21,104,3.06,58,1.71,5,7,61,1.0,2.91
Bundesliga,2018-2019,SCHALKE 04,0.94,1.65,23.53,35.29,1.24,1.59,23.53,23.53,1.62,32,25.8,37,1.09,23,0.68,60,1.76,30,0.88,7,9,73,5.0,1.56
Bundesliga,2018-2019,STUTTGART,1.33,1.61,33.33,33.33,0.56,2.39,5.56,5.56,2.0,26,26.3,32,0.94,26,0.76,58,1.71,31,0.91,1,1,66,5.0,1.68
Bundesliga,2018-2019,WERDER BREMEN,2.06,1.53,47.06,17.65,1.35,1.35,35.29,52.94,1.44,24,27.1,57,1.68,38,1.12,95,2.79,53,1.56,4,4,64,3.0,2.68
Bundesliga,2018-2019,WOLFSBURG,2.12,1.35,47.06,17.65,1.53,1.59,47.06,29.41,1.47,25,25.4,59,1.74,38,1.12,97,2.85,54,1.59,5,5,62,0.0,2.71
Bundesliga,2019-2020,AUGSBURG,1.65,1.71,29.41,41.18,1.0,2.0,23.53,17.65,1.85,28,26.2,45,1.32,29,0.85,74,2.18,42,1.24,3,5,68,2.0,2.09
Bundesliga,2019-2020,BAYERN MUNICH,3.12,0.88,76.47,29.41,2.76,1.0,76.47,23.53,0.94,29,26.7,97,2.85,75,2.21,172,5.06,91,2.68,6,6,54,3.0,4.88
Bundesliga,2019-2020,DORTMUND,2.71,1.0,64.71,23.53,2.24,1.41,58.82,29.41,1.21,27,25.8,84,2.47,74,2.18,158,4.65,82,2.41,2,2,49,1.0,4.59
Bundesliga,2019-2020,DÜSSELDORF,1.06,1.65,23.53,35.29,1.06,2.29,11.76,11.76,1.97,28,27.1,36,1.06,26,0.76,62,1.82,32,0.94,4,4,78,0.0,1.71
Bundesliga,2019-2020,EINT FRANKFURT,2.12,1.59,47.06,29.41,1.35,1.94,29.41,52.94,1.76,27,27.0,57,1.68,45,1.32,102,3.0,55,1.62,2,2,71,4.0,2.94
Bundesliga,2019-2020,FREIBURG,1.35,1.0,52.94,52.94,1.47,1.76,23.53,23.53,1.38,26,26.4,46,1.35,27,0.79,73,2.15,41,1.21,5,6,43,2.0,2.0
Bundesliga,2019-2020,GLADBACH,2.35,1.24,70.59,29.41,1.53,1.12,47.06,41.18,1.18,25,26.3,64,1.88,53,1.56,117,3.44,60,1.76,4,6,77,3.0,3.32
Bundesliga,2019-2020,HERTHA BSC,1.35,1.88,35.29,23.53,1.47,1.59,29.41,47.06,1.74,32,26.2,45,1.32,35,1.03,80,2.35,42,1.24,3,3,78,4.0,2.26
Bundesliga,2019-2020,HOFFENHEIM,1.53,2.18,41.18,29.41,1.59,0.94,47.06,35.29,1.56,31,26.0,52,1.53,36,1.06,88,2.59,49,1.44,3,4,66,2.0,2.5
Bundesliga,2019-2020,KÖLN,1.65,1.59,35.29,23.53,1.35,2.47,23.53,23.53,2.03,29,25.6,50,1.47,38,1.12,88,2.59,48,1.41,2,4,79,4.0,2.53
Bundesliga,2019-2020,LEVERKUSEN,1.88,1.29,52.94,35.29,1.71,1.29,58.82,29.41,1.29,24,26.1,57,1.68,48,1.41,105,3.09,55,1.62,2,2,61,6.0,3.03
Bundesliga,2019-2020,MAINZ 05,1.06,1.71,29.41,47.06,1.53,2.12,35.29,29.41,1.91,25,24.6,42,1.24,34,1.0,76,2.24,39,1.15,3,3,75,3.0,2.15
Bundesliga,2019-2020,PADERBORN 07,1.24,2.71,11.76,41.18,0.94,1.65,11.76,35.29,2.18,27,25.7,37,1.09,26,0.76,63,1.85,35,1.03,2,4,84,3.0,1.79
Bundesliga,2019-2020,RB LEIPZIG,2.24,1.24,41.18,5.88,2.53,0.94,64.71,17.65,1.09,29,24.2,81,2.38,58,1.71,139,4.09,76,2.24,5,5,53,3.0,3.94
Bundesliga,2019-2020,SCHALKE 04,1.18,1.59,29.41,23.53,1.06,1.82,23.53,29.41,1.71,29,24.6,35,1.03,25,0.74,60,1.76,33,0.97,2,2,64,2.0,1.71
Bundesliga,2019-2020,UNION BERLIN,1.41,1.18,47.06,29.41,1.0,2.24,23.53,41.18,1.71,26,27.7,38,1.12,27,0.79,65,1.91,34,1.0,4,5,71,5.0,1.79
Bundesliga,2019-2020,WERDER BREMEN,0.83,2.0,11.11,27.78,1.61,1.94,33.33,44.44,1.97,30,26.7,40,1.18,30,0.88,70,2.06,37,1.09,3,6,80,4.0,1.97
Bundesliga,2019-2020,WOLFSBURG,1.12,1.35,23.53,35.29,1.71,1.35,52.94,29.41,1.35,26,26.0,48,1.41,33,0.97,81,2.38,44,1.29,4,4,71,4.0,2.26
Bundesliga,2020-2021,ARMINIA,0.76,1.35,35.29,52.94,0.76,1.71,17.65,29.41,1.53,26,26.0,23,0.68,16,0.47,39,1.15,22,0.65,1,2,52,1.0,1.12
Bundesliga,2020-2021,AUGSBURG,1.24,1.47,35.29,23.53,0.88,1.71,23.53,41.18,1.59,25,27.0,35,1.03,23,0.68,58,1.71,33,0.97,2,5,71,4.0,1.65
Bundesliga,2020-2021,BAYERN MUNICH,3.76,1.24,76.47,17.65,2.06,1.35,64.71,58.82,1.29,29,27.3,98,2.88,75,2.21,173,5.09,89,2.62,9,10,44,3.0,4.82
Bundesliga,2020-2021,DORTMUND,2.35,1.18,64.71,23.53,2.06,1.53,52.94,35.29,1.35,26,25.6,74,2.18,57,1.68,131,3.85,71,2.09,3,7,44,1.0,3.76
Bundesliga,2020-2021,EINT FRANKFURT,2.18,1.18,58.82,23.53,1.88,1.94,35.29,23.53,1.56,25,27.2,63,1.85,52,1.53,115,3.38,55,1.62,8,8,82,1.0,3.15
Bundesliga,2020-2021,FREIBURG,1.94,1.35,41.18,17.65,1.12,1.71,29.41,35.29,1.53,24,26.2,51,1.5,34,1.0,85,2.5,45,1.32,6,6,62,0.0,2.32
Bundesliga,2020-2021,GLADBACH,1.88,1.12,47.06,52.94,1.88,2.18,29.41,29.41,1.65,23,26.9,63,1.85,44,1.29,107,3.15,53,1.56,10,11,61,2.0,2.85
Bundesliga,2020-2021,HERTHA BSC,1.24,1.53,29.41,11.76,1.18,1.53,17.65,29.41,1.53,32,25.4,40,1.18,29,0.85,69,2.03,36,1.06,4,6,67,3.0,1.91
Bundesliga,2020-2021,HOFFENHEIM,1.88,1.41,47.06,35.29,1.18,1.76,17.65,29.41,1.59,30,25.7,51,1.5,38,1.12,89,2.62,46,1.35,5,6,68,4.0,2.47
Bundesliga,2020-2021,KÖLN,1.11,1.78,16.67,50.0,1.06,1.67,33.33,44.44,1.72,28,24.9,33,0.97,23,0.68,56,1.65,29,0.85,4,6,63,1.0,1.53
Bundesliga,2020-2021,LEVERKUSEN,2.0,1.29,47.06,41.18,1.12,1.0,35.29,35.29,1.15,30,25.4,52,1.53,41,1.21,93,2.74,49,1.44,3,3,58,0.0,2.65
Bundesliga,2020-2021,MAINZ 05,0.94,1.53,23.53,52.94,1.35,1.76,35.29,35.29,1.65,31,25.8,39,1.15,23,0.68,62,1.82,34,1.0,5,5,63,1.0,1.68
Bundesliga,2020-2021,RB LEIPZIG,1.71,0.76,64.71,41.18,1.82,1.12,47.06,47.06,0.94,25,25.0,59,1.74,44,1.29,103,3.03,51,1.5,8,10,57,0.0,2.79
Bundesliga,2020-2021,SCHALKE 04,0.82,2.0,17.65,29.41,0.65,3.06,0.0,17.65,2.53,42,25.9,24,0.71,20,0.59,44,1.29,24,0.71,0,3,74,2.0,1.29
Bundesliga,2020-2021,STUTTGART,1.59,1.53,29.41,29.41,1.71,1.71,41.18,35.29,1.62,29,24.1,54,1.59,42,1.24,96,2.82,48,1.41,6,8,65,2.0,2.65
Bundesliga,2020-2021,UNION BERLIN,1.88,1.06,47.06,29.41,1.06,1.47,23.53,29.41,1.26,27,27.3,50,1.47,39,1.15,89,2.62,45,1.32,5,7,57,2.0,2.47
Bundesliga,2020-2021,WERDER BREMEN,0.94,1.65,17.65,35.29,1.18,1.71,23.53,17.65,1.68,27,26.3,35,1.03,25,0.74,60,1.76,30,0.88,5,5,67,3.0,1.62
Bundesliga,2020-2021,WOLFSBURG,1.88,0.94,58.82,41.18,1.71,1.24,41.18,29.41,1.09,26,25.6,57,1.68,48,1.41,105,3.09,55,1.62,2,3,58,3.0,3.03
Bundesliga,2021-2022,ARMINIA,0.88,1.35,11.76,17.65,0.71,1.76,17.65,29.41,1.56,26,25.8,26,0.76,18,0.53,44,1.29,24,0.71,2,2,55,2.0,1.24
Bundesliga,2021-2022,AUGSBURG,1.47,1.53,41.18,41.18,0.82,1.76,17.65,35.29,1.65,26,26.6,39,1.15,26,0.76,65,1.91,34,1.0,5,5,74,0.0,1.76
Bundesliga,2021-2022,BAYERN MUNICH,2.82,0.88,76.47,47.06,2.88,1.29,64.71,17.65,1.09,30,26.8,92,2.71,70,2.06,162,4.76,87,2.56,5,5,36,2.0,4.62
Bundesliga,2021-2022,BOCHUM,1.24,1.0,47.06,35.29,1.0,2.06,23.53,64.71,1.53,28,28.0,37,1.09,22,0.65,59,1.74,33,0.97,4,6,55,2.0,1.62
Bundesliga,2021-2022,DORTMUND,3.06,1.65,76.47,41.18,1.94,1.41,52.94,47.06,1.53,33,25.9,81,2.38,57,1.68,138,4.06,70,2.06,11,11,63,1.0,3.74
Bundesliga,2021-2022,EINT FRANKFURT,1.18,1.29,23.53,41.18,1.47,1.59,35.29,35.29,1.44,27,26.2,43,1.26,33,0.97,76,2.24,42,1.24,1,2,61,1.0,2.21
Bundesliga,2021-2022,FREIBURG,1.88,1.47,47.06,23.53,1.53,1.24,41.18,52.94,1.35,26,26.5,55,1.62,37,1.09,92,2.71,50,1.47,5,6,34,0.0,2.56
Bundesliga,2021-2022,GLADBACH,1.94,1.59,47.06,35.29,1.24,2.0,23.53,29.41,1.79,26,26.0,54,1.59,38,1.12,92,2.71,49,1.44,5,7,67,1.0,2.56
Bundesliga,2021-2022,GREUTHER FÜRTH,0.88,1.94,17.65,29.41,0.76,2.88,0.0,17.65,2.41,29,25.9,26,0.76,15,0.44,41,1.21,21,0.62,5,5,61,0.0,1.06
Bundesliga,2021-2022,HERTHA BSC,1.33,1.89,33.33,38.89,0.83,2.11,22.22,27.78,2.0,36,26.7,35,1.03,23,0.68,58,1.71,32,0.94,3,3,62,2.0,1.62
Bundesliga,2021-2022,HOFFENHEIM,2.0,1.41,47.06,29.41,1.41,2.12,29.41,29.41,1.76,32,26.1,55,1.62,42,1.24,97,2.85,55,1.62,0,0,75,0.0,2.85
Bundesliga,2021-2022,KÖLN,1.59,1.24,52.94,41.18,1.47,1.65,29.41,29.41,1.44,26,27.0,52,1.53,40,1.18,92,2.71,51,1.5,1,1,68,1.0,2.68
Bundesliga,2021-2022,LEVERKUSEN,2.29,1.35,58.82,41.18,2.41,1.41,52.94,17.65,1.38,29,24.4,76,2.24,58,1.71,134,3.94,74,2.18,2,6,66,2.0,3.88
Bundesliga,2021-2022,MAINZ 05,1.94,0.65,58.82,29.41,1.0,2.0,17.65,52.94,1.32,28,26.2,49,1.44,36,1.06,85,2.5,45,1.32,4,4,62,4.0,2.38
Bundesliga,2021-2022,RB LEIPZIG,2.53,1.0,64.71,11.76,1.71,1.18,35.29,35.29,1.09,29,25.3,72,2.12,53,1.56,125,3.68,64,1.88,8,9,49,0.0,3.44
Bundesliga,2021-2022,STUTTGART,1.65,1.88,35.29,41.18,0.76,1.59,5.88,17.65,1.74,34,24.0,40,1.18,31,0.91,71,2.09,39,1.15,1,3,64,2.0,2.06
Bundesliga,2021-2022,UNION BERLIN,1.47,1.0,58.82,35.29,1.47,1.59,35.29,47.06,1.29,28,28.3,50,1.47,33,0.97,83,2.44,45,1.32,5,5,62,1.0,2.29
Bundesliga,2021-2022,WOLFSBURG,1.47,1.24,41.18,35.29,1.06,1.94,29.41,23.53,1.59,30,26.0,42,1.24,25,0.74,67,1.97,39,1.15,3,4,61,3.0,1.88
Bundesliga,2022-2023,AUGSBURG,0.94,1.41,35.29,52.94,1.53,2.29,17.65,52.94,1.85,34,25.9,41,1.21,29,0.85,70,2.06,37,1.09,4,5,96,5.0,1.94
Bundesliga,2022-2023,BAYERN MUNICH,3.12,1.0,64.71,0.0,2.29,1.24,58.82,47.06,1.12,28,26.6,90,2.65,67,1.97,157,4.62,87,2.56,3,5,49,3.0,4.53
Bundesliga,2022-2023,BOCHUM,1.65,1.88,47.06,35.29,0.71,2.35,11.76,17.65,2.12,26,29.4,37,1.09,28,0.82,65,1.91,34,1.0,3,3,64,1.0,1.82
Bundesliga,2022-2023,DORTMUND,3.24,1.0,82.35,41.18,1.65,1.59,47.06,29.41,1.29,30,25.8,81,2.38,61,1.79,142,4.18,77,2.26,4,6,66,0.0,4.06
Bundesliga,2022-2023,EINT FRANKFURT,2.06,1.06,52.94,17.65,1.35,2.0,23.53,17.65,1.53,28,26.4,56,1.65,33,0.97,89,2.62,50,1.47,6,6,71,1.0,2.44
Bundesliga,2022-2023,FREIBURG,1.65,0.76,58.82,35.29,1.35,1.82,41.18,29.41,1.29,27,27.4,51,1.5,34,1.0,85,2.5,44,1.29,7,8,62,2.0,2.29
Bundesliga,2022-2023,GLADBACH,1.94,1.06,58.82,29.41,1.12,2.18,5.88,23.53,1.62,27,26.8,52,1.53,39,1.15,91,2.68,48,1.41,4,6,62,3.0,2.56
Bundesliga,2022-2023,HERTHA BSC,1.41,1.59,29.41,29.41,1.06,2.47,11.76,29.41,2.03,32,26.0,42,1.24,23,0.68,65,1.91,35,1.03,7,7,82,1.0,1.71
Bundesliga,2022-2023,HOFFENHEIM,1.65,1.71,41.18,29.41,1.18,1.65,17.65,41.18,1.68,31,26.8,46,1.35,30,0.88,76,2.24,39,1.15,7,9,80,5.0,2.03
Bundesliga,2022-2023,KÖLN,1.65,1.18,35.29,35.29,1.24,2.0,23.53,5.88,1.59,27,26.0,46,1.35,31,0.91,77,2.26,42,1.24,4,4,75,3.0,2.15
Bundesliga,2022-2023,LEVERKUSEN,2.06,1.35,47.06,29.41,1.29,1.53,35.29,29.41,1.44,27,24.7,57,1.68,44,1.29,101,2.97,52,1.53,5,7,75,7.0,2.82
Bundesliga,2022-2023,MAINZ 05,1.82,1.47,35.29,17.65,1.35,1.76,35.29,41.18,1.62,27,27.0,54,1.59,35,1.03,89,2.62,50,1.47,4,6,69,1.0,2.5
Bundesliga,2022-2023,RB LEIPZIG,2.24,1.06,76.47,41.18,1.53,1.35,41.18,35.29,1.21,25,26.3,64,1.88,39,1.15,103,3.03,58,1.71,6,7,69,2.0,2.85
Bundesliga,2022-2023,SCHALKE 04,1.35,2.12,29.41,23.53,0.71,2.06,11.76,23.53,2.09,35,27.5,32,0.94,24,0.71,56,1.65,28,0.82,4,5,68,1.0,1.53
Bundesliga,2022-2023,STUTTGART,1.44,1.22,33.33,38.89,1.39,2.0,16.67,33.33,1.61,30,24.7,45,1.32,34,1.0,79,2.32,40,1.18,5,5,72,5.0,2.18
Bundesliga,2022-2023,UNION BERLIN,1.76,0.65,64.71,23.53,1.24,1.59,41.18,47.06,1.12,28,27.9,49,1.44,38,1.12,87,2.56,46,1.35,3,7,65,2.0,2.47
Bundesliga,2022-2023,WERDER BREMEN,1.53,1.65,29.41,64.71,1.47,2.12,29.41,35.29,1.88,25,27.4,50,1.47,37,1.09,87,2.56,45,1.32,5,6,76,1.0,2.41
Bundesliga,2022-2023,WOLFSBURG,2.0,1.47,35.29,17.65,1.35,1.35,41.18,23.53,1.41,28,24.8,55,1.62,44,1.29,99,2.91,51,1.5,4,7,63,0.0,2.79
Bundesliga,2023-2024,AUGSBURG,1.53,1.53,35.29,52.94,1.41,2.0,23.53,17.65,1.76,29,26.0,49,1.44,35,1.03,84,2.47,44,1.29,5,7,71,3.0,2.32
Bundesliga,2023-2024,BAYERN MUNICH,3.12,0.71,82.35,23.53,2.41,1.94,52.94,35.29,1.32,30,27.4,93,2.74,71,2.09,164,4.82,88,2.59,5,5,47,2.0,4.68
Bundesliga,2023-2024,BOCHUM,1.53,1.71,29.41,23.53,0.94,2.65,11.76,29.41,2.18,25,29.1,41,1.21,30,0.88,71,2.09,37,1.09,4,4,97,2.0,1.97
Bundesliga,2023-2024,DARMSTADT 98,0.88,2.59,5.88,35.29,0.88,2.47,11.76,23.53,2.53,32,27.1,28,0.82,21,0.62,49,1.44,25,0.74,3,3,83,4.0,1.35
Bundesliga,2023-2024,DORTMUND,2.18,1.29,58.82,35.29,1.82,1.24,47.06,17.65,1.26,32,26.8,68,2.0,49,1.44,117,3.44,62,1.82,6,6,59,4.0,3.26
Bundesliga,2023-2024,EINT FRANKFURT,1.71,1.24,41.18,23.53,1.29,1.71,23.53,23.53,1.47,34,25.3,48,1.41,36,1.06,84,2.47,46,1.35,2,3,70,5.0,2.41
Bundesliga,2023-2024,FREIBURG,1.65,1.76,29.41,29.41,1.0,1.65,35.29,52.94,1.71,25,27.0,43,1.26,32,0.94,75,2.21,36,1.06,7,9,64,4.0,2.0
Bundesliga,2023-2024,GLADBACH,1.59,1.53,29.41,35.29,1.71,2.41,11.76,11.76,1.97,27,25.4,55,1.62,43,1.26,98,2.88,50,1.47,5,6,66,2.0,2.74
Bundesliga,2023-2024,HEIDENHEIM,1.76,1.53,41.18,47.06,1.18,1.71,17.65,35.29,1.62,22,26.7,46,1.35,34,1.0,80,2.35,44,1.29,2,3,54,1.0,2.29
Bundesliga,2023-2024,HOFFENHEIM,1.82,1.82,35.29,29.41,2.06,2.06,41.18,47.06,1.94,30,27.7,65,1.91,47,1.38,112,3.29,59,1.74,6,6,86,5.0,3.12
Bundesliga,2023-2024,KÖLN,0.88,1.65,23.53,29.41,0.76,1.88,5.88,17.65,1.76,26,25.4,28,0.82,17,0.5,45,1.32,23,0.68,5,6,71,4.0,1.18
Bundesliga,2023-2024,LEVERKUSEN,2.76,0.65,82.35,29.41,2.47,0.76,82.35,41.18,0.71,24,26.2,87,2.56,71,2.09,158,4.65,79,2.32,8,8,59,0.0,4.41
Bundesliga,2023-2024,MAINZ 05,1.35,1.06,35.29,23.53,0.94,1.94,5.88,17.65,1.5,30,26.7,38,1.12,31,0.91,69,2.03,37,1.09,1,5,99,3.0,2.0
Bundesliga,2023-2024,RB LEIPZIG,2.35,0.71,64.71,17.65,2.18,1.59,47.06,35.29,1.15,26,25.6,74,2.18,53,1.56,127,3.74,70,2.06,4,7,61,1.0,3.62
Bundesliga,2023-2024,STUTTGART,2.94,0.88,76.47,11.76,1.65,1.41,58.82,41.18,1.15,27,25.0,78,2.29,60,1.76,138,4.06,73,2.15,5,8,56,1.0,3.91
Bundesliga,2023-2024,UNION BERLIN,1.29,1.76,41.18,35.29,0.65,1.65,11.76,29.41,1.71,30,28.1,33,0.97,23,0.68,56,1.65,30,0.88,3,6,67,7.0,1.56
Bundesliga,2023-2024,WERDER BREMEN,1.71,1.53,41.18,29.41,1.12,1.65,23.53,41.18,1.59,30,27.0,45,1.32,33,0.97,78,2.29,40,1.18,5,6,73,2.0,2.15
Bundesliga,2023-2024,WOLFSBURG,1.47,1.47,35.29,41.18,0.94,1.82,23.53,35.29,1.65,28,25.6,41,1.21,27,0.79,68,2.0,39,1.15,2,3,86,5.0,1.94
La Liga,2010-2011,ALMERÍA,1.21,1.84,15.79,26.32,0.68,1.84,15.79,42.11,1.84,26,25.7,36,0.95,27,0.71,63,1.66,36,0.95,0,1,104,4.0,1.66
La Liga,2010-2011,ATHLETIC CLUB,1.68,1.05,63.16,57.89,1.42,1.84,31.58,57.89,1.45,29,25.4,57,1.5,34,0.89,91,2.39,50,1.32,7,11,110,7.0,2.21
La Liga,2010-2011,ATLÉTICO MADRID,1.84,1.05,52.63,31.58,1.42,1.74,36.84,36.84,1.39,24,26.0,61,1.61,44,1.16,105,2.76,59,1.55,2,5,106,5.0,2.71
La Liga,2010-2011,BARCELONA,2.42,0.53,84.21,31.58,2.58,0.58,73.68,21.05,0.55,28,26.5,94,2.47,73,1.92,167,4.39,89,2.34,5,5,72,2.0,4.26
La Liga,2010-2011,ESPANYOL,1.74,1.16,57.89,57.89,0.68,1.74,21.05,52.63,1.45,31,24.9,44,1.16,28,0.74,72,1.89,38,1.0,6,6,113,5.0,1.74
La Liga,2010-2011,GETAFE,1.74,1.37,47.37,21.05,0.84,1.79,15.79,26.32,1.58,23,26.2,47,1.24,30,0.79,77,2.03,42,1.11,5,5,117,7.0,1.89
La Liga,2010-2011,HÉRCULES,1.42,1.42,36.84,36.84,0.47,1.74,10.53,26.32,1.58,26,28.6,36,0.95,17,0.45,53,1.39,33,0.87,3,4,101,8.0,1.32
La Liga,2010-2011,LA CORUÑA,1.16,1.0,42.11,36.84,0.47,1.47,10.53,31.58,1.24,30,27.2,30,0.79,21,0.55,51,1.34,25,0.66,5,5,95,5.0,1.21
La Liga,2010-2011,LEVANTE,1.32,1.05,47.37,52.63,0.84,1.68,15.79,47.37,1.37,28,28.8,41,1.08,29,0.76,70,1.84,39,1.03,2,2,127,3.0,1.79
La Liga,2010-2011,MALLORCA,1.32,1.0,47.37,36.84,0.84,1.95,15.79,36.84,1.47,24,26.5,41,1.08,31,0.82,72,1.89,37,0.97,4,7,88,4.0,1.79
La Liga,2010-2011,MÁLAGA,1.53,1.53,36.84,31.58,1.32,2.05,31.58,21.05,1.79,34,26.3,53,1.39,36,0.95,89,2.34,50,1.32,3,6,107,7.0,2.26
La Liga,2010-2011,OSASUNA,1.47,0.74,52.63,36.84,0.89,1.68,15.79,47.37,1.21,26,29.5,44,1.16,27,0.71,71,1.87,39,1.03,5,5,116,7.0,1.74
La Liga,2010-2011,RACING SANT,1.32,1.11,42.11,42.11,0.84,1.84,21.05,42.11,1.47,29,27.5,38,1.0,21,0.55,59,1.55,37,0.97,1,6,92,7.0,1.53
La Liga,2010-2011,REAL MADRID,3.21,0.63,84.21,26.32,2.16,1.11,68.42,31.58,0.87,32,25.5,100,2.63,67,1.76,167,4.39,89,2.34,11,12,102,8.0,4.11
La Liga,2010-2011,REAL SOCIEDAD,1.42,1.11,57.89,57.89,1.16,2.37,15.79,42.11,1.74,23,26.2,45,1.18,32,0.84,77,2.03,41,1.08,4,4,80,0.0,1.92
La Liga,2010-2011,SEVILLA,1.84,1.42,52.63,31.58,1.42,1.79,36.84,57.89,1.61,32,26.5,62,1.63,41,1.08,103,2.71,52,1.37,10,12,108,7.0,2.45
La Liga,2010-2011,SPORTING GIJÓN,1.21,0.84,47.37,36.84,0.63,1.37,10.53,26.32,1.11,31,26.7,33,0.87,21,0.55,54,1.42,26,0.68,7,7,115,6.0,1.24
La Liga,2010-2011,VALENCIA,1.79,1.11,52.63,42.11,1.58,1.21,57.89,42.11,1.16,27,27.0,63,1.66,47,1.24,110,2.89,61,1.61,2,2,121,8.0,2.84
La Liga,2010-2011,VILLARREAL,1.74,0.74,68.42,42.11,1.11,1.58,26.32,47.37,1.16,28,26.4,54,1.42,39,1.03,93,2.45,50,1.32,4,4,94,5.0,2.34
